word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
bura,U,1.6666666,2.5185184,2.5185184,1.962963,2.1111112,6.5794773,5.8449426,5.957886,6.4592443,6.246775,3.4192011
wanna,U,4.4814816,1.2592592,1.2592592,1.3703704,1.2222222,3.0352793,7.25856,7.254538,7.1487784,7.27555,3.8908045
bezsilny,U,1.1481482,4.888889,3.9629629,3.6296296,1.925926,8.712531,5.539559,6.5935087,6.8809032,8.1877575,6.2053714
"pieniądze",U,4.703704,1.8888888,1.6666666,2.074074,1.7407408,3.666991,7.1986094,7.4017773,7.0682416,7.3235626,4.65291
"ćwiczyć",U,4.5925927,1.962963,1.4444444,1.6296296,1.8518518,3.4730768,6.9554577,7.403043,7.2727013,6.954542,4.6180906
kasa,U,4.5185184,2.1111112,1.7037038,2.148148,1.6296296,3.8816533,7.0711303,7.4112782,7.0117908,7.4879265,4.705344
twarz,U,3.2962964,1.6296296,1.7407408,1.5555556,1.4074074,4.499416,6.5771027,6.447756,6.6135154,6.755633,2.9951322
ojczyzna,U,4.5555553,1.7777778,2.5925925,2.2962964,1.4814814,4.2180166,7.3672566,6.662388,6.925646,7.648864,5.0470157
"życzenie",U,4.5555553,1.1851852,1.5555556,2.0,1.2222222,3.2327712,7.3065457,6.951562,6.592298,7.2828197,4.1828523
jamnik,U,3.5925925,1.8888888,1.3333334,1.3333334,1.5925926,4.129867,6.276092,6.894086,6.8721647,6.580994,3.526145
"łapać",U,3.074074,2.1111112,1.4444444,2.3333333,1.6296296,4.8976717,6.2431693,6.8628244,5.9738393,6.713076,3.6001215
"nałóg",U,1.4814814,4.111111,3.7777777,3.4074075,3.8148148,8.628416,6.7082696,6.857742,7.342066,7.0215554,6.3489323
"pozwalać",U,3.7037036,1.5925926,1.5555556,1.7777778,1.5185186,4.024893,6.630335,6.6710577,6.4726934,6.7291746,3.4386566
"nienawidzić",U,1.2962962,5.037037,4.111111,3.2592592,2.851852,9.001237,5.8493643,6.929709,7.65611,7.9714875,6.744581
tablica,U,1.8518518,2.0370371,1.5185186,2.5185184,1.8888888,6.1938515,6.201159,6.619988,5.715974,6.3476224,2.931838
"podniecający",U,5.2222223,1.4444444,1.3333334,1.7037038,1.3333334,2.6938303,7.3721213,7.451829,7.1067905,7.425522,4.6723385
oko,U,3.0,1.3333334,1.4814814,1.7777778,1.3333334,4.5423007,6.5698767,6.4066343,6.1105247,6.5496955,2.646308
ocean,U,4.6666665,1.4074074,1.7037038,2.8888888,1.5925926,3.8647764,7.6283875,7.394505,6.260911,7.485117,4.9474735
akrobatyczny,U,3.4074075,1.4074074,1.5555556,2.2962964,1.5555556,4.5864043,6.922656,6.8159037,6.0559354,6.7783422,3.5174534
asceza,U,1.8518518,1.962963,2.3703704,1.8148148,1.962963,6.274845,6.1155233,5.694607,6.403635,6.2465014,3.1529133
orchidea,U,4.2222223,1.5185186,1.7407408,1.4814814,1.5925926,3.6975892,7.1517773,6.838657,7.172925,7.07942,4.201797
"potwierdzić",U,3.6666667,1.4074074,1.5555556,1.8518518,1.2592592,3.9773426,6.7904773,6.662186,6.3844748,6.9275217,3.2196386
armata,U,2.4444444,2.2222223,2.074074,3.2222223,2.2222223,6.100673,6.78621,6.8635783,5.769915,6.842697,4.3378043
"żyrafa",U,3.851852,1.2592592,1.5925926,1.5185186,1.2592592,3.7708044,6.9481745,6.6750793,6.7410216,6.939346,3.3666427
biec,U,3.5555556,1.925926,1.4814814,2.4074075,1.4814814,4.511733,6.721839,7.087913,6.217169,7.105028,4.085401
minister,U,1.8888888,3.0,1.962963,1.925926,2.7407408,6.656098,5.6526165,6.6541004,6.774729,6.0181212,3.7005167
autonomiczny,U,3.5555556,1.8518518,1.5185186,1.8518518,1.4444444,4.1286707,6.427123,6.7912526,6.4270787,6.872144,3.6845987
dyspozycyjny,U,3.7777777,1.962963,1.2962962,1.7037038,1.7407408,4.168575,6.4754243,7.115417,6.756335,6.7170234,3.8247128
"żeglować",U,4.185185,1.4444444,1.7777778,2.5925925,1.7777778,4.103028,7.4635243,7.1470714,6.3736243,7.17967,4.603082
murzynka,U,3.5555556,1.6666666,1.4814814,1.6296296,1.7037038,4.3460827,6.7373137,6.9230437,6.7236247,6.701993,3.436882
przewodnik,U,3.4074075,1.5925926,1.2222222,1.4444444,1.4074074,4.10613,6.42916,6.8027363,6.5782704,6.620239,3.0140963
mistrz,U,5.0,1.5555556,1.4444444,1.4814814,1.4074074,2.864212,7.2461023,7.342445,7.2759266,7.3704367,4.4509983
"poroże",U,2.4814816,1.8148148,1.8518518,2.0,2.4444444,5.800483,6.766392,6.7515593,6.5298767,6.0608025,3.4352152
"chichotać",U,5.0740743,1.962963,1.2222222,1.3703704,1.4444444,2.6202433,6.974797,7.670233,7.5343256,7.5020227,4.8918357
sprawdzony,U,3.925926,1.4444444,1.2592592,1.6666666,1.2222222,3.726605,6.869938,7.011932,6.632612,7.0576954,3.4722273
"sałatka",U,4.148148,1.5185186,1.1851852,1.3703704,1.5555556,3.3702662,6.772054,7.065515,6.912147,6.6845164,3.6791768
pomocny,U,5.0740743,1.2962962,1.4074074,1.5185186,1.2222222,2.605987,7.346131,7.2422843,7.181897,7.4096475,4.3588758
bitwa,U,2.3703704,3.5925925,2.925926,3.9629629,2.4074075,7.1907225,6.4747243,7.0568027,6.159266,7.5216913,5.843454
nastrojowy,U,4.3703704,1.4074074,2.1851852,1.7037038,1.2592592,3.7264225,7.191506,6.481999,6.913315,7.3118105,4.1716104
"błagalny",U,1.7777778,2.6666667,3.6666667,2.7777777,2.4814816,7.2560034,6.607487,5.6390414,6.582736,6.81733,4.7048793
"wykształcony",U,5.296296,1.7777778,1.4814814,1.7777778,1.2592592,2.5876498,7.3309264,7.5794363,7.3352423,7.760448,4.9748054
klinika,U,2.4074075,1.962963,3.4074075,3.925926,2.4814816,7.0296717,7.5859995,6.4237638,5.823463,7.2212014,5.334543
"bawić",U,5.3333335,1.7037038,1.7407408,1.5555556,1.3333334,2.6437984,7.390089,7.3540807,7.5541935,7.704188,5.08108
"przekonać",U,4.3703704,1.8148148,1.5185186,1.962963,1.4814814,3.563166,6.774778,7.01566,6.6446466,7.039512,4.0670915
"pojętny",U,4.7777777,1.5925926,1.4074074,1.6296296,1.4074074,2.9278355,7.1077094,7.2681866,7.057724,7.263574,4.335916
"usuwać",U,1.8148148,2.851852,2.925926,3.2962964,2.0370371,7.121359,6.2574773,6.2788963,5.777394,7.034196,4.369199
urlop,U,5.2222223,1.3703704,1.5925926,1.7777778,1.3333334,2.5885007,7.597335,7.363565,7.261971,7.6119847,4.8558683
atomowy,U,2.3333333,2.4444444,2.2962964,3.0370371,2.2962964,6.4690747,6.6180754,6.835391,6.1020794,6.806736,4.19934
"odetchnąć",U,4.5925927,1.8148148,1.8148148,1.925926,1.1851852,3.660533,7.1138186,7.152602,7.0663214,7.6316643,4.4862876
szuja,U,1.4074074,4.703704,2.6666667,2.6666667,4.2222223,8.427036,5.8679166,7.6567025,7.5839825,6.3805585,6.0220423
"wół",U,2.4074075,1.5555556,1.5925926,2.074074,1.7037038,5.3927026,6.438776,6.4301143,5.9373403,6.358814,2.8829467
toster,U,4.0,1.2962962,1.1111112,1.2962962,1.2222222,3.2599788,6.9251413,7.0803256,6.924314,6.994155,3.3207502
mglisty,U,2.4444444,2.0,2.5185184,3.0,1.7407408,6.1808867,6.761207,6.2647057,5.71207,7.024542,4.0929327
"obniżać",U,2.1111112,2.6666667,2.5185184,2.7407408,2.0,6.4348865,6.163373,6.3831673,6.1823344,6.837927,4.1487007
"zły",U,1.3333334,4.5925927,3.3703704,3.5925925,2.5185184,8.54929,5.7344837,6.945962,6.831202,7.8156624,6.0189633
"czuć",U,4.3703704,2.1111112,2.4444444,2.4814816,1.5925926,4.627955,7.2074866,6.966178,6.9198008,7.5991793,4.759854
oczekiwanie,U,3.3703704,2.4074075,2.3333333,3.3333333,1.7037038,5.888641,6.7295384,6.864907,6.0521064,7.5061817,4.8657494
krewny,U,3.5555556,2.5555556,2.2592592,1.8888888,1.8518518,4.9837575,6.19997,6.5156274,6.852015,6.8633366,4.159815
"szminkować",U,3.2962964,1.5925926,1.2962962,1.5185186,1.5555556,4.3862176,6.53406,6.8808045,6.638782,6.502741,3.2363465
"odwiedzać",U,4.4444447,1.6296296,1.5925926,2.4814816,1.4814814,3.8699534,7.1689296,7.179748,6.415223,7.2654963,4.3614554
"odejście",U,1.6666666,3.6666667,4.851852,4.3703704,1.925926,8.52145,7.116719,5.923313,6.5864043,8.439055,6.5599875
morderstwo,U,1.2222222,4.8703704,5.388889,5.9814816,4.962963,10.904671,8.835135,8.467527,7.891397,8.744664,9.11962
bodziec,U,2.6296296,2.1851852,1.3703704,2.2222223,1.962963,5.5341854,6.1286616,6.9393215,6.203448,6.464903,3.2414267
rachunek,U,1.7777778,3.0,2.4444444,2.4444444,1.962963,6.7778955,5.608704,6.2766986,6.323626,6.7772317,3.8635426
tropiki,U,4.5185184,1.7037038,1.5925926,2.074074,1.6296296,3.6373472,7.251989,7.3128977,6.880706,7.2366476,4.67584
"łączyć",U,3.8148148,1.6666666,1.925926,1.7777778,1.6666666,4.1614213,6.728333,6.476909,6.615626,6.6935515,3.6285477
biskup,U,2.0,2.8888888,2.1851852,1.5555556,2.2222223,6.3256783,5.7905064,6.5720806,7.09164,6.533557,3.7019014
bogaty,U,4.5925927,2.3703704,1.7037038,1.7037038,1.925926,3.8268747,6.801012,7.372474,7.4049144,7.2176642,4.8978076
mysz,U,2.4074075,1.8518518,1.7777778,2.851852,3.3703704,6.3979516,7.1275992,7.1913786,6.3082347,5.6845317,4.294947
"szczęka",U,2.0,1.6666666,1.5925926,2.0370371,2.4074075,6.0157385,6.493175,6.575297,6.1394477,5.723481,2.8728855
"ociekać",U,2.7777777,1.925926,1.5925926,1.7407408,2.6666667,5.360278,6.412683,6.7632847,6.6208916,5.5504923,3.551538
nabytek,U,4.5555553,1.6666666,1.6666666,1.5555556,1.4444444,3.2277713,7.022503,6.998905,7.0969753,7.1982794,4.3252387
matowy,U,2.8148148,1.4444444,1.7037038,1.3703704,1.5185186,4.7385945,6.548065,6.2433867,6.6184235,6.449479,2.7028208
"przebywać",U,2.925926,1.7037038,1.925926,1.8518518,1.3333334,4.971824,6.4885283,6.219393,6.270496,6.7418966,3.1427038
"gorączka",U,1.2592592,3.4444444,3.6296296,2.7407408,2.4444444,7.9240966,5.9510865,5.8466883,6.804557,7.115581,5.270154
tolerancja,U,4.6666665,2.2222223,1.925926,1.925926,1.4074074,3.6586106,6.9232745,7.2659783,7.2567782,7.6881747,5.043607
ludzie,U,3.7037036,2.7407408,2.0370371,2.851852,1.8888888,5.1968756,6.431645,7.048409,6.267998,7.1746397,4.633904
Japonia,U,3.2592592,1.6666666,1.5925926,2.074074,1.7777778,4.6962733,6.6867566,6.710189,6.318269,6.536033,3.5326674
"rozsądny",U,4.5925927,1.5185186,1.2592592,1.5185186,1.2592592,2.9333973,6.988666,7.2156796,6.9909496,7.229398,4.0322804
"ożywiony",U,3.925926,1.7407408,1.5185186,1.7407408,1.5925926,3.833287,6.537879,6.7800326,6.569942,6.681711,3.7829285
motorower,U,3.3333333,1.7407408,1.3703704,1.962963,1.5555556,4.5145497,6.570165,6.8456197,6.3397336,6.736773,3.3028376
liczba,U,2.925926,1.7777778,1.6666666,1.6296296,1.4074074,4.9715147,6.304739,6.3902497,6.4032464,6.6395626,2.709263
kufer,U,3.7777777,1.3333334,1.5185186,1.5185186,1.3333334,3.7422354,6.792933,6.6113873,6.6214056,6.778318,3.284131
koniak,U,3.074074,1.8148148,1.925926,1.8148148,2.5555556,5.2957454,6.949175,6.8315024,6.956608,6.150381,3.8802783
"podejmować",U,3.2962964,1.7777778,1.4074074,2.925926,1.5185186,5.0113196,6.723574,7.0445733,5.5017743,6.9782224,3.827626
"świnia",U,1.962963,2.1851852,2.0370371,2.148148,2.9629629,6.522397,6.6910043,6.781985,6.7446127,5.8680964,3.8768933
"bezwartościowy",U,1.2592592,3.0,3.925926,2.7037036,2.7037036,7.9537773,6.3500233,5.515744,6.8462105,6.73447,5.126199
buk,U,3.0370371,1.5185186,1.3333334,1.3703704,1.3703704,4.398536,6.397839,6.5645075,6.544851,6.552386,2.6011267
"grać",U,4.5185184,2.0370371,1.4444444,1.8148148,1.4814814,3.5301485,6.7492595,7.2352448,6.9042397,7.18313,4.4015155
odwaga,U,5.5185184,1.8518518,1.7037038,2.3703704,1.1481482,3.1778274,7.6533957,7.7288017,7.2458615,8.170247,5.4126983
"drań",U,1.6666666,4.5925927,3.4814816,3.2222223,3.3333333,8.529057,6.233695,7.416518,7.646716,7.568668,6.2772703
"świerk",U,4.259259,1.5555556,1.5555556,1.6296296,1.3333334,3.4950426,6.969,6.894726,6.891682,7.140721,3.9058015
mur,U,1.6666666,2.5925925,2.1851852,2.5925925,1.7407408,6.5983286,5.7894983,6.205177,5.770982,6.581796,3.3094234
"rząd",U,1.7777778,3.5185184,2.0370371,2.1851852,3.0,7.0342326,5.5648847,7.0219493,6.873419,6.175891,4.5124745
wino,U,4.888889,1.8888888,2.2222223,1.6296296,1.8888888,3.5204883,7.299421,7.0550375,7.5614505,7.308479,5.065345
"bóbr",U,3.925926,1.2962962,1.2962962,1.7777778,1.4814814,3.7759328,6.9188027,6.9325476,6.4816203,6.7302823,3.4512346
"ogień",U,3.2592592,2.3703704,2.5925925,3.4074075,1.6296296,5.698257,6.952012,6.8684793,6.053289,7.629829,4.9175053
opinia,U,2.5185184,2.2592592,2.074074,2.9629629,1.6666666,6.0757713,6.4165382,6.6812797,5.8224597,7.0193872,3.8360643
surowy,U,1.6296296,3.9629629,3.0370371,3.4444444,2.2962964,7.8555174,5.789158,6.856893,6.389258,7.493555,5.412754
"zatwierdzać",U,3.5555556,1.5925926,1.2962962,1.8518518,1.2222222,4.093015,6.510615,6.851303,6.315914,6.9098744,3.247589
czarnuch,U,1.8888888,3.7777777,2.7037036,2.4444444,2.4814816,7.2700977,5.943118,6.9336915,7.1128902,7.1842465,5.17214
spojrzenie,U,4.185185,2.0,1.962963,2.5555556,1.5555556,4.4154196,7.013351,7.072396,6.539297,7.3954144,4.490104
"nazywać",U,2.9629629,1.5555556,1.4444444,1.5555556,1.4444444,4.7383447,6.4789424,6.620379,6.4734898,6.5851264,2.6640604
spadek,U,3.4814816,2.2592592,3.1111112,3.0,1.4814814,5.472284,7.1585803,6.3947115,6.491103,7.8246884,5.2441163
brat,U,4.5925927,2.4814816,2.0370371,1.7037038,1.3703704,3.9581325,6.9522915,7.3264656,7.6042233,7.806383,4.845782
incydent,U,1.5185186,2.7777777,2.8148148,3.148148,1.7407408,7.148828,6.0781183,6.010987,5.684599,7.026349,4.0896554
"sankcjonować",U,1.4814814,3.1111112,2.2962964,2.5555556,2.4814816,7.1866994,5.7791514,6.6879916,6.4136834,6.488045,3.9602022
kicz,U,1.8518518,2.925926,1.6296296,1.3333334,2.9629629,6.4516363,5.447239,6.824909,7.0573573,5.3827095,3.688487
kura,U,2.9629629,1.4074074,1.4074074,1.6296296,2.3703704,5.180548,6.9306307,6.90614,6.7288585,5.842166,3.1706402
dawka,U,2.3703704,2.1111112,2.0370371,2.3333333,2.2592592,6.0407825,6.422699,6.5037537,6.1987524,6.29088,3.6327612
honor,U,4.962963,1.6666666,1.962963,1.8518518,1.2962962,3.1257617,7.3696556,7.112192,7.1893625,7.6643615,4.8335705
"marzyć",U,5.6296296,1.3703704,2.0370371,1.7777778,1.037037,2.8199503,7.859251,7.2633,7.5402246,8.105613,5.2857976
katastrofa,U,1.037037,3.5925925,5.111111,5.3333335,2.7037036,9.685836,7.972151,6.676147,6.293705,8.639325,7.4785666
zamieszki,U,1.4814814,4.037037,3.7037036,4.740741,3.0370371,8.815654,6.9893703,7.3747354,6.260366,7.9992423,6.786462
kochanek,U,3.148148,2.8148148,3.0,3.3333333,2.4444444,6.3446064,7.2287016,7.022691,6.742987,7.5076623,5.5605173
wyrok,U,1.4444444,3.2222223,3.7777777,4.6666665,2.925926,8.613799,7.3422475,6.8140235,5.9543552,7.522287,6.2104645
witalny,U,4.5925927,1.3333334,1.1111112,1.1481482,1.2592592,2.7177644,6.951348,7.2170568,7.2065854,7.103645,3.9370039
"mówca",U,2.6666667,1.8518518,1.5925926,2.4074075,1.5555556,5.3647285,6.372232,6.6286683,5.6890626,6.660131,3.2856493
symfonia,U,4.4074073,1.4444444,2.0,1.4074074,1.1111112,3.4652805,7.0287175,6.5880017,7.0661883,7.3296623,4.012745
"kanał",U,1.7777778,1.6666666,2.2962964,2.9629629,2.8888888,6.815382,7.126911,6.600057,5.960062,6.0882835,3.979749
"niełaska",U,1.4074074,3.1851852,3.148148,2.8888888,2.0370371,7.360242,5.914802,5.8624063,6.288497,6.9796367,4.545157
brytyjski,U,4.111111,1.5185186,1.5925926,1.6666666,1.5185186,3.717618,6.974797,6.909901,6.856537,6.987498,3.8611696
saksofon,U,4.037037,1.7777778,1.5925926,1.2962962,1.5555556,3.944104,6.8710046,7.0129457,7.244412,6.955759,3.8645847
"pragnąć",U,4.6666665,2.0,2.5185184,2.7777777,1.3703704,4.236681,7.260648,6.7817273,6.540472,7.7949104,5.2279673
soczewka,U,2.3333333,1.4814814,1.5185186,1.8148148,1.8888888,5.4727573,6.404859,6.370512,6.0497584,5.8908863,2.563367
zaniedbany,U,1.2222222,3.4074075,3.4814816,2.6666667,4.0740743,8.346342,6.6713595,6.4725704,7.346542,5.951845,5.4852715
aleja,U,4.259259,1.3703704,1.6296296,1.8518518,1.2222222,3.6616888,7.254436,7.019614,6.809189,7.325457,4.0053616
liberalny,U,4.2222223,2.1851852,1.5555556,2.0,1.8518518,4.225434,6.8689475,7.478744,7.05711,7.234908,4.4786854
"wykazywać",U,3.0,1.7407408,1.2962962,1.962963,1.5555556,4.7309957,6.2588677,6.6772394,6.0440726,6.4477468,2.8736165
malarz,U,3.3703704,1.5555556,1.8148148,1.2592592,1.2962962,4.1979127,6.4559455,6.195699,6.749702,6.7116966,3.0603657
"ciśnienie",U,1.6666666,2.2592592,1.962963,2.7407408,1.962963,6.541905,6.1890316,6.531958,5.64486,6.502286,3.2935119
"brąz",U,3.0370371,1.7777778,1.5555556,1.3333334,1.3333334,4.636127,6.216267,6.378767,6.6258826,6.6215596,2.7508197
rodzinny,U,4.814815,1.925926,1.962963,1.6666666,1.2222222,3.345369,7.05447,7.0078487,7.249737,7.60467,4.5511436
"zwłoki",U,1.1481482,1.925926,4.740741,4.5555553,4.6296296,9.318904,8.856399,6.703709,6.9660664,6.7845025,6.8702826
kaktus,U,3.2592592,1.8518518,1.4074074,1.6666666,1.8148148,4.4137454,6.357922,6.7584667,6.553616,6.33484,3.5156806
makaron,U,4.3703704,1.2222222,1.1111112,1.1481482,1.037037,2.8155794,6.9118237,7.0079455,6.986941,7.075946,3.469192
"spowiedź",U,2.1851852,2.4814816,3.0,3.6296296,2.4444444,7.293876,7.24815,6.731705,6.0484233,7.1582546,5.0425224
tworzenie,U,4.851852,1.7407408,1.7407408,1.7777778,1.3333334,3.1649776,7.0139017,6.9840446,6.9329853,7.3409185,4.564196
"ratować",U,4.851852,1.5185186,1.925926,3.148148,1.1851852,3.832658,7.693433,7.327181,6.3049436,7.941768,5.196276
"ewoluować",U,4.0,1.5925926,1.4814814,1.8888888,1.5555556,3.7895503,6.729647,6.836493,6.449548,6.7667537,3.6397355
czynsz,U,1.2592592,2.851852,3.148148,3.0,2.6666667,7.618249,6.433779,6.0919867,6.202651,6.5043645,4.3548617
"rządzić",U,3.2962964,2.074074,1.8888888,2.5925925,1.8518518,5.132043,6.5452237,6.773272,6.0917835,6.780136,3.7860324
"wyjaśniać",U,2.851852,1.8518518,1.6666666,2.0,1.5185186,4.9334035,6.202532,6.3993526,6.083401,6.5415854,3.0757763
"dąb",U,3.2962964,1.3703704,1.6296296,1.5925926,1.2962962,4.3558364,6.6646686,6.3709035,6.450899,6.742126,2.9449549
"naciągać",U,1.8518518,3.9629629,2.7407408,3.0370371,3.3703704,7.666718,6.0954123,7.3101497,7.0982842,6.753394,5.4909186
"plemię",U,2.4444444,1.5185186,1.4814814,2.074074,1.3703704,5.3008313,6.4030843,6.418957,5.7690372,6.4970427,2.5308511
manager,U,3.2962964,2.148148,1.962963,2.1851852,1.6296296,4.923504,6.4567,6.613638,6.3331656,6.8721704,3.768582
"dzwonić",U,3.5925925,2.2592592,1.8148148,2.3333333,1.4814814,4.8421597,6.5419774,6.9095225,6.4654317,7.2007074,3.8232749
wulkan,U,2.8888888,2.074074,2.2962964,3.4074075,1.962963,5.916497,7.1102085,6.9173627,5.7202272,7.2110257,4.450754
kanapka,U,4.148148,1.4074074,1.2962962,1.4444444,1.3333334,3.3517017,6.884353,6.971685,6.850185,6.9439487,3.5489666
wybuch,U,1.7407408,3.148148,3.1111112,4.4444447,2.4444444,7.928308,7.0368357,7.115206,5.645463,7.6329093,5.6193204
"oskarżony",U,1.2592592,3.5185184,3.3333333,3.7037036,2.8148148,8.124148,6.29057,6.5066266,6.128427,6.9829535,5.1824617
potrzebny,U,3.5555556,1.7037038,2.0,2.074074,1.4444444,4.380676,6.660043,6.3814297,6.3343534,6.8652263,3.5532048
"przytakiwać",U,1.8518518,2.5185184,1.962963,1.962963,1.8888888,6.1513915,5.5190125,6.1225944,6.124457,6.166637,2.936697
wiza,U,3.5925925,2.074074,1.8148148,2.2592592,1.4814814,4.6448436,6.571912,6.800591,6.3700805,7.085482,3.8466413
dyktatura,U,1.5555556,3.925926,3.074074,3.6666667,3.6296296,8.146243,6.386591,7.189133,6.617623,6.672443,5.7498345
"pachnidło",U,3.3333333,1.4814814,1.8148148,1.7777778,1.962963,4.497441,6.77602,6.4746923,6.524923,6.331488,3.3935525
pilot,U,3.0,1.7037038,1.6296296,2.0370371,1.5555556,4.833224,6.4131737,6.525543,6.0496855,6.5948033,3.0078409
"doświadczać",U,3.8888888,2.074074,2.4814816,2.5925925,1.8148148,4.7795105,6.912125,6.5333,6.4261208,7.124976,4.5419974
"napełniać",U,3.4444444,1.3333334,1.3703704,1.4814814,1.3703704,4.01094,6.571568,6.5348387,6.4266806,6.543247,2.8275518
fryzura,U,3.5925925,1.8888888,1.3703704,1.5925926,1.4814814,4.1598687,6.246403,6.74689,6.5397286,6.631556,3.1423252
gosposia,U,3.1111112,1.925926,1.7777778,1.6666666,1.5925926,4.7079844,6.252111,6.418198,6.532198,6.5903597,3.2463474
koncentracyjny,U,1.5925926,3.6296296,4.3333335,4.2222223,4.037037,8.962095,7.965933,7.3944955,7.4632897,7.6124797,6.740505
dal,U,2.7407408,1.7037038,2.074074,2.0370371,1.5185186,5.33225,6.4018273,6.096394,6.19932,6.645992,2.929214
"szpiegować",U,2.074074,3.0370371,2.2592592,3.4814816,2.851852,6.9843235,6.3387713,7.0261545,5.8572884,6.510693,4.6504755
"miniówka",U,3.8148148,1.5185186,1.3703704,1.4074074,1.925926,3.7399921,6.796914,6.925045,6.9156933,6.315552,3.7656803
gruz,U,1.7407408,2.074074,2.4444444,2.0,1.962963,6.449777,6.464438,6.069988,6.528012,6.51182,2.9272501
zdrowie,U,5.7777777,1.4444444,1.8888888,2.925926,1.4444444,3.236818,8.185313,7.8664427,7.049615,8.20209,5.8504143
"zwalniać",U,1.6666666,3.2222223,3.148148,3.4074075,1.8888888,7.4203725,6.317371,6.394359,6.208549,7.4356384,4.587155
"wymagać",U,2.7037036,2.6296296,2.1111112,2.7777777,1.5925926,5.797239,6.142499,6.6917295,5.9545536,7.1471934,3.9143229
"drożdżowy",U,3.5185184,1.2962962,1.2962962,1.3703704,1.4814814,3.846572,6.671212,6.6764097,6.610434,6.4947834,2.9803493
senat,U,1.5925926,2.7777777,1.8518518,1.925926,2.8148148,6.8887615,5.7563252,6.701872,6.591327,5.715384,3.3269284
upomnienie,U,1.5185186,3.6296296,3.0370371,3.4074075,2.0370371,7.5483174,5.615433,6.286176,5.9701724,7.1802487,4.9634056
czar,U,5.0,1.3703704,1.4074074,1.8518518,1.2962962,2.8277526,7.335308,7.3175964,6.926574,7.3993683,4.4598155
szelma,U,1.7037038,2.5925925,2.2222223,2.074074,2.0,6.489084,5.6417885,6.110595,6.2513695,6.2782125,3.036384
podminowany,U,1.3333334,3.2962964,3.2592592,3.4074075,2.5925925,8.032233,6.4221363,6.2778845,6.390553,7.189977,5.1629505
"sidła",U,1.3703704,2.7037036,3.1111112,3.7777777,2.9629629,7.719515,6.7402253,6.3791556,5.696317,6.5490785,4.706083
perwersyjny,U,3.0370371,1.8148148,1.7037038,2.4444444,2.3333333,5.292505,6.7745237,6.8873196,6.2267766,6.2556434,3.9198735
sumienie,U,3.2962964,2.3333333,3.2222223,3.3703704,2.5185184,6.2705593,7.3490605,6.4915123,6.3483577,7.1165156,5.218656
"gotówka",U,5.296296,1.4814814,1.5925926,1.8518518,1.2222222,2.6678512,7.536585,7.4429626,7.232675,7.7079577,4.840146
"słony",U,2.2222223,1.925926,1.8148148,1.7407408,2.2592592,5.878989,6.288491,6.3191347,6.4400096,5.8050966,3.0905392
maksimum,U,4.5185184,1.8148148,1.6666666,1.8888888,1.5925926,3.6584299,7.1226087,7.260546,7.0644765,7.3353705,4.308573
faza,U,3.8148148,1.5555556,1.5555556,1.7037038,1.4444444,3.869414,6.761493,6.748046,6.6238403,6.845883,3.462919
spontaniczny,U,5.185185,1.8518518,1.5925926,2.4074075,1.4444444,3.3232517,7.3962207,7.637058,6.9393077,7.7500486,5.0935817
odwyk,U,1.8888888,2.6666667,3.8888888,3.7407408,3.4814816,7.8689,7.5540485,6.563551,6.793333,7.0216804,5.9000187
"urzędnik",U,1.5925926,3.4074075,2.1851852,2.6296296,2.8888888,7.215859,5.578583,6.884833,6.4618134,6.136681,4.3903227
nauczycielka,U,3.0370371,2.4444444,2.1111112,2.5555556,1.7407408,5.4536295,6.430541,6.7655206,6.0657544,7.0240197,4.163982
profesjonalny,U,4.962963,1.4444444,1.4074074,1.7407408,1.4074074,2.7824953,7.3463383,7.387418,7.0539217,7.3140016,4.6038804
"śruba",U,2.074074,1.925926,1.8518518,2.1851852,1.925926,5.9406276,6.2998867,6.3569617,6.018344,6.2853813,2.6656969
matura,U,4.0740743,2.8148148,2.6296296,4.0740743,2.1851852,6.025485,7.5930247,7.754731,6.4312234,8.06964,6.13201
"złodziej",U,1.2962962,4.9259257,3.8148148,4.814815,4.5925927,9.766053,7.3491707,8.3235855,7.4535127,7.694946,7.5426607
"zuchwały",U,2.2962964,3.0370371,2.2222223,2.1111112,2.6296296,6.4482746,5.8422585,6.7318196,6.836465,6.2832265,4.123373
"przywództwo",U,4.037037,2.3703704,1.7037038,2.8148148,1.8518518,4.731916,6.8442698,7.4224396,6.3121085,7.2226806,4.836298
sen,U,5.6666665,1.4444444,1.6666666,2.6666667,1.2222222,3.1153898,7.8873057,7.702294,6.9440227,8.060082,5.366146
solista,U,3.851852,1.4444444,1.3333334,1.6666666,1.2222222,3.7938635,6.7703648,6.8945446,6.576037,6.972016,3.2911067
mowa,U,4.296296,2.2592592,2.0,2.148148,1.6296296,4.389911,6.790656,7.0767665,6.926502,7.353422,4.3943543
nieodzowny,U,2.4074075,1.7037038,1.8888888,1.962963,1.5925926,5.425039,6.2749057,6.052981,6.0112224,6.3995385,2.5876415
zarazek,U,1.4814814,2.7037036,2.5555556,3.6666667,3.6296296,7.769922,6.9660673,7.1224356,6.0040436,5.9095273,5.0946436
datek,U,3.148148,2.1851852,2.1111112,1.5925926,2.1111112,4.9255166,6.2851253,6.317324,6.870401,6.3371925,3.8232234
